0	1	8.56	10.44
1	1	7.51	10.505
2	1	6.46	10.57
3	1	5.79	10.56
4	1	4.865	10.545
5	1	3.94	10.53
6	1	3.29	10.415
7	1	2.64	10.3
8	1	2.09	9.485
9	1	1.54	8.67
10	1	1.64	7.81
11	1	1.94	7.529999999999999
12	1	2.24	7.25
13	1	3.36	6.5
14	1	4.455	6.279999999999999
15	1	5.55	6.06
16	1	7.25	5.51
17	1	8.46	5.8133333333333335
18	1	9.67	6.116666666666666
19	1	10.88	6.42
20	1	11.315	7.15
21	1	11.75	7.88
22	1	12.8	7.18
23	1	12.88	6.92
24	1	13.55	6.1
25	1	14.25	6.25
26	1	14.95	6.4
27	1	16.08	6.32
28	1	16.4	6.85
29	1	16.88	6.38
30	1	17.296666666666667	6.453333333333333
31	1	17.71333333333333	6.526666666666666
32	1	18.13	6.6
33	1	18.67	6.66
34	1	19.275	6.69
35	1	19.88	6.72
36	1	20.16	6.77
37	1	19.37	7.0
38	1	20.275	7.2
39	1	21.18	7.4
40	1	21.535	8.355
41	1	21.89	9.31
42	1	22.7675	9.7575
43	1	23.645	10.205
44	1	24.5225	10.6525
45	1	25.4	11.1
46	1	25.25	12.5
47	1	26.475	11.975
48	1	27.7	11.45
49	1	28.32	11.435
50	1789	27.55	19.88
50	1	28.94	11.42
51	1789	26.33	19.98
51	1	29.39	11.29
52	1	29.95	11.17
52	1789	26.185	19.84
53	1789	26.04	19.7
53	1	31.020000000000003	11.295
54	1	32.09	11.42
54	1789	25.99	19.87
55	1	32.900000000000006	11.25
55	1789	26.13	19.76
56	1789	26.235	19.78
56	1	33.71	11.08
57	1	34.36	11.11
57	1789	26.34	19.8
58	1789	25.9	19.77
58	1	35.01	11.14
59	1789	24.84	19.315
59	1	35.06	11.25
60	1789	23.78	18.86
60	1	35.785	11.125
61	1789	23.01	18.505
61	1	36.51	11.0
62	1	38.07	10.91
62	1789	22.24	18.15
63	1789	21.87	17.58
63	1	38.34	10.79
64	1789	21.47	16.23
64	1	38.79	10.79
65	1789	21.6	15.845
65	1	38.92	11.37
66	1	39.05	11.95
66	1789	21.73	15.46
67	1789	21.89	14.45
67	1	39.11	13.05
68	1789	22.7	13.06
68	1	38.82	13.88
69	1	39.015	14.405
69	1789	22.44	11.895
70	1789	22.18	10.73
70	1	39.21	14.93
71	1	38.76	15.57
71	1789	22.155	9.625
72	1	38.01	16.16
72	1789	22.13	8.52
73	1	37.075	15.86
73	1789	21.75	7.51
74	1	36.14	15.56
74	1789	21.80666666666667	6.59
75	1	34.88	15.41
75	1789	21.863333333333333	5.67
76	1789	21.92	4.75
76	1	34.2	15.1
77	1789	22.5	3.54
77	1	33.14	14.85
78	1789	22.45	2.83
78	1	32.515	14.875
79	1	31.89	14.9
79	1789	22.81	2.42
80	1	31.07	14.66
80	1789	23.54	2.33
81	1	30.5	14.645
81	1789	24.265	2.455
82	1789	24.99	2.58
82	1	29.93	14.63
83	1789	25.58	2.97
83	1	29.66	14.36
83	2536	40.25	24.38
84	1	29.67	14.08
84	2536	40.69	23.91
84	1789	26.52	3.22
85	1	29.075000000000003	14.04
85	1789	26.895	2.96
85	2536	40.515	24.18
86	2536	40.34	24.45
86	1789	27.27	2.7
86	1	28.48	14.0
87	1	27.38	14.41
87	2536	38.553333333333335	22.34
88	1	25.98	14.51
88	2536	36.766666666666666	20.23
89	1	25.415	14.58
89	2536	34.98	18.12
90	2536	37.64	21.12
90	1	24.85	14.65
91	1	24.17	14.47
91	2536	38.66	22.46
92	1	23.49	14.29
92	2536	39.76	22.63
93	1	22.26	14.05
93	2536	39.75	22.17
94	2536	39.74	21.71
94	1	21.75	14.61
95	1	21.43	14.503333333333332
95	2536	38.865	21.5225
96	2536	37.99	21.335
96	1	21.11	14.396666666666668
97	2536	37.115	21.1475
97	1	20.79	14.29
98	2536	36.24	20.96
98	1	19.72	14.33
99	2536	34.77	20.44
99	1	19.186666666666667	14.373333333333331
100	2536	33.76	19.11
100	1	18.65333333333333	14.416666666666668
101	1	18.12	14.46
101	2536	32.56	19.06
102	2536	31.36	19.01
102	1	17.24	15.24
103	1	16.09	14.91
103	2536	30.43	19.35
104	1	14.94	14.58
104	2536	29.46	19.41333333333333
105	2536	28.49	19.476666666666667
105	1	14.14	14.645
106	1	13.34	14.71
106	2536	27.52	19.54
107	1	12.125	14.66
107	2536	26.72	19.38
108	2536	25.86	19.21
108	1	10.91	14.61
109	2536	24.67	19.405
109	1	10.455	14.405
110	2536	23.48	19.6
110	1	10.0	14.2
111	2536	22.675	19.655
111	1	10.3	14.11
112	1	10.05	13.975
112	2536	21.87	19.71
113	1	9.8	13.84
113	2536	20.47	19.67
114	2536	19.64	19.86
114	1	9.53	14.59
115	1	8.13	14.69
115	2536	18.81	20.05
116	2536	17.35	19.54
116	1	7.62	14.54
117	1	6.63	14.675
117	2536	15.89	19.57
118	2536	14.885000000000002	19.645
118	1	5.64	14.81
119	3906	40.64	24.48
119	1	4.22	15.46
119	2536	13.88	19.72
120	1	3.325	15.465
120	2536	12.72	19.64
120	3906	39.74	24.27
121	3906	38.84	24.06
121	2536	11.43	19.92
121	1	2.43	15.47
122	2536	10.955	20.095
122	3906	39.21	24.4
122	1	1.9433333333333331	15.813333333333334
123	3906	39.16	23.53
123	2536	10.48	20.27
123	1	1.4566666666666666	16.156666666666666
124	1	0.97	16.5
124	3906	39.11	22.66
124	2536	8.05	19.93
125	2536	6.95	20.33
125	3906	38.76	21.87
125	1	1.3	17.5
126	1	1.075	17.85
126	3906	38.41	21.08
126	2536	6.14	18.59
127	1	0.85	18.2
127	2536	5.074999999999999	18.65
127	3906	38.06	20.29
128	3906	36.35	20.48
128	1	0.82	18.66
128	2536	4.01	18.71
129	3906	35.48	20.75
129	1	2.55	19.77
130	1	3.22	20.075
130	3906	34.19499999999999	20.39
131	1	3.89	20.38
131	3906	32.91	20.03
132	1	6.11	20.24
132	3906	31.26	19.98
133	1	7.19	19.46
133	3906	29.76	19.4
134	1	8.065	19.96
134	3906	28.635	19.34
135	3906	27.51	19.28
135	1	8.94	20.46
136	3906	25.75	19.63
136	1	9.74	20.31
137	1	11.3	19.65
137	3906	24.38	18.99
138	3906	23.53	18.88
138	1	11.87	19.035
139	1	12.44	18.42
139	3906	22.68	18.77
140	3906	22.02	18.97
140	1	13.515	18.81
141	3906	20.71	18.96
141	1	14.59	19.2
142	1	15.25	19.42
142	3906	19.71	19.28
143	3906	18.745	19.295
143	1	15.773333333333332	19.67666666666667
144	1	16.296666666666667	19.933333333333334
144	3906	17.78	19.31
145	3906	17.17	19.79
145	1	16.82	20.19
146	1	17.75	19.35
146	3906	17.2375	19.7925
147	3906	17.305	19.795
148	3906	17.372500000000002	19.7975
149	3906	17.44	19.8
150	3906	16.11	20.98
151	3906	15.155	20.595
152	3906	14.2	20.21
153	3906	13.5	19.775
154	3906	12.8	19.34
155	3906	12.07	19.69
156	3906	11.01	19.78
157	3906	10.38	19.76
158	3906	10.38	19.94
159	2	17.45	20.03
160	2	17.34	20.52
161	2	17.53	20.62
162	2	17.69	20.526666666666667
163	2	17.85	20.433333333333334
164	2	18.01	20.34
165	2	19.035	20.18
166	2	20.06	20.02
167	2	20.97	19.45
168	2	20.86	18.4225
169	2	20.75	17.395
170	2	20.64	16.3675
171	2	20.53	15.34
172	2	21.885	15.545
173	2	23.24	15.75
174	2	23.73	15.49
175	2	24.22	15.23
176	2	25.105	15.265
177	2	25.99	15.3
178	2	27.0	15.28
179	2537	7.12	10.85
179	2	28.01	15.26
180	2	29.81	14.81
180	2537	8.67	11.05
181	2537	10.65	12.05
181	2	30.75	15.09
182	2	31.69	15.37
182	2537	11.86	11.32
183	2537	13.31	11.155
183	2	32.51	15.475
184	2537	14.76	10.99
184	2	33.33	15.58
185	2	33.92	15.475
185	2537	15.954999999999998	10.99
186	2	34.51	15.37
186	2537	17.15	10.99
187	2537	17.97	10.8
187	2	35.96	15.45
188	2	37.13	15.813333333333333
188	2537	18.875	10.845
189	2	38.3	16.176666666666666
189	2537	19.78	10.89
190	2	39.47	16.54
190	2537	21.52	10.34
191	2	40.03	15.67
191	2537	21.74	10.34
192	2537	22.23	11.02
192	2	39.795	15.175
193	2537	22.72	11.7
193	2	39.56	14.68
194	2	39.52	13.66
194	2537	22.59	12.94
195	2	39.47	12.26
195	2537	22.34	15.2
196	2	39.205	11.5
196	2537	22.33	16.455
197	2	38.94	10.74
197	2537	22.32	17.71
198	2	38.685	9.545
198	2537	22.62	18.8
199	2537	22.79	19.325000000000003
199	2	38.43	8.35
199	716	3.06	10.14
200	2	38.085	8.280000000000001
200	716	4.2	11.485
200	2537	22.96	19.85
201	716	5.34	12.83
201	2537	23.25	20.07
201	2	37.74	8.21
202	716	4.2	11.22
202	2	36.91	7.97
202	2537	24.77	20.6
203	2537	25.95	20.16
203	2	36.42666666666666	7.916666666666666
203	716	4.76	10.79
204	2537	27.28	20.07
204	2	35.943333333333335	7.863333333333333
204	716	5.1466666666666665	10.613333333333332
205	2537	28.28333333333333	20.11
205	2	35.46	7.81
205	716	5.533333333333333	10.436666666666666
206	2	35.195	7.805
206	716	5.92	10.26
206	2537	29.286666666666665	20.15
207	2537	30.29	20.19
207	716	7.82	9.92
207	2	34.93	7.8
208	2537	31.435	19.765
208	716	7.435	10.29
208	2	34.92	7.44
209	2537	32.58	19.34
209	2	34.985	6.98
209	716	7.05	10.66
210	716	6.49	11.44
210	2	35.05	6.52
210	2537	33.13	18.74
211	716	7.005	11.114999999999998
211	2	35.05	5.8
211	2537	34.89	19.17
212	2	35.36	4.82
212	2537	35.965	19.695
212	716	7.52	10.79
213	2	35.545	4.29
213	716	8.87	10.4
213	2537	37.04	20.22
214	716	9.126666666666669	10.406666666666666
214	2537	36.41	19.8
214	2	35.73	3.76
215	716	9.383333333333333	10.413333333333334
